"jahr","straftat","anzahl"
"2018","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",15
"2018","Ungetreue Geschäftsbesorgung (Art. 158)",6
"2018","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",9
"2018","Sachentziehung (Art. 141)",13
"2018","Verleumdung (Art. 174)",9
"2018","Trickdiebstahl (Art. 139)",14
"2018","Beteiligung Raufhandel (Art. 133)",33
"2018","Üble Nachrede (Art. 173)",13
"2018","Hehlerei (Art. 160)",7
"2018","Erschleichung einer falschen Beurkundung (Art. 253)",2
"2018","Gefährdung des Lebens (Art. 129)",7
"2018","Zechprellerei (Art. 149)",7
"2018","Vergewaltigung (Art. 190)",5
"2018","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",1
"2018","Amtsanmassung (Art. 287)",6
"2018","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",10
"2018","Falsche Anschuldigung (Art. 303)",2
"2018","Arglistige Vermögensschädigung (Art. 151)",2
"2018","Exhibitionismus (Art. 194)",20
"2018","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",6
"2018","Schändung (Art. 191)",0
"2018","Schwere Körperverletzung (Art. 122)",7
"2018","Tötungsdelikte (Art. 111 - 113/116)",3
"2018","Falscher Alarm (Art. 128bis)",2
"2018","Entreissdiebstahl (Art. 139)",0
"2018","Irreführung der Rechtspflege (Art. 304)",8
"2018","Freiheitsberaubung/Entführung (Art. 183)",2
"2018","Brandstiftung (Art. 221)",1
"2018","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",1
"2018","Gläubigerschädigung durch Vermögensminderung (Art. 164)",0
"2018","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2018","Gewaltdarstellungen (Art. 135)",2
"2018","Schreckung der Bevölkerung (Art. 258)",0
"2018","Fahrlässige Gefährdung (Art. 225)",0
"2018","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",0
"2018","Sexuelle Nötigung (Art. 189)",7
"2018","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",0
"2018","Störung des Totenfriedens (Art. 262)",0
"2018","Fahrlässige Tötung (Art. 117)",0
"2018","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",1
"2018","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",3
"2018","In Umlaufsetzen falschen Geldes (Art. 242)",9
"2018","Landfriedensbruch (Art. 260)",14
"2018","Störung des öffentlichen Verkehrs (Art. 237)",0
"2018","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",2
"2018","Störung des Eisenbahnverkehrs (Art. 238)",2
"2018","Urkundenfälschung im Amt (Art. 317)",0
"2018","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",1
"2018","Warenfälschung (Art. 155)",0
"2018","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2018","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",2
"2018","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",2
"2018","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",0
"2018","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",0
"2018","Inzest (Art. 213)",1
"2018","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2018","Geldfälschung (Art. 240)",6
"2018","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",0
"2018","Begünstigung (Art. 305)",0
"2018","Verletzung des Berufsgeheimnisses (Art. 321)",2
"2018","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",2
"2018","Vernachlässigung von Unterhaltspflichten (Art. 217)",2
"2018","Unterlassung der Nothilfe (Art. 128)",1
"2018","Ausnützung der Notlage (Art. 193)",0
"2018","Verweisungsbruch (Art. 291)",0
"2018","Check- + Kreditkartenmissbrauch (Art. 148)",0
"2018","Unterdrückung von Urkunden (Art. 254)",0
"2018","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",1
"2018","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2018","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2018","Aussetzung (Art. 127)",0
"2018","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2018","Wucher (Art. 157)",0
"2018","Missbrauch von Lohnabzügen (Art. 159)",3
"2018","Bevorzugung eines Gläubigers (Art. 167)",0
"2018","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",1
"2018","Erschwerende Umstände (Art. 184)",1
"2018","Geiselnahme (Art. 185)",0
"2018","Sexuelle Handlungen mit Abhängigen (Art. 188)",1
"2018","Förderung der Prostitution (Art. 195)",0
"2018","Entziehen von Minderjährigen (Art. 220)",1
"2018","Verursachung einer Explosion (Art. 223)",1
"2018","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2018","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",2
"2018","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2018","Verunreinigung von Trinkwasser (Art. 234)",0
"2018","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2018","Fälschung amtlicher Wertzeichen (Art. 245)",1
"2018","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2018","Strafbare Vorbereitungshandlungen (260bis)",0
"2018","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2018","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2018","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2018","Störung des Militärdienstes (Art. 278)",0
"2018","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2018","Wahlfälschung (Art. 282)",0
"2018","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2018","Siegelbruch (Art. 290)",0
"2018","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2018","Falsche Beweisaussage der Partei (Art. 306)",0
"2018","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2018","Befreiung von Gefangenen (Art. 310)",0
"2018","Amtsmissbrauch (Art. 312)",0
"2018","Ungetreue Amtsführung (Art. 314)",0
"2018","Entweichenlassen von Gefangenen (Art. 319)",0
"2018","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2018","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",1
"2018","Vorteilsannahme (Art. 322sexies)",0
"2018","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",3
"2019","Fahrzeugdiebstahl (Art. 139)",496
"2019","Betrug (Art. 146)",196
"2019","Hausfriedensbruch + Diebstahl (Art. 186)",386
"2019","Diebstahl (Art. 139)",357
"2019","Sachbeschädigung + Diebstahl (Art. 144)",285
"2019","Einbruchdiebstahl (Art. 139)",286
"2019","Sachbeschädigung (Art. 144)",318
"2019","Ladendiebstahl (Art. 139)",249
"2019","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",79
"2019","Tätlichkeiten (Art. 126)",180
"2019","Unbefugte Datenbeschaffung (Art. 143)",21
"2019","Diebstahl ab/aus Fahrzeug (Art. 139)",35
"2019","Urkundenfälschung (Art. 251)",56
"2019","Geldwäscherei (Art. 305bis)",19
"2019","Einschleichdiebstahl (Art. 139)",75
"2019","Fahrlässige Körperverletzung (Art. 125)",15
"2019","Hausfriedensbruch (Art. 186)",66
"2019","Einfache Körperverletzung (Art. 123)",65
"2019","Beschimpfung (Art. 177)",90
"2019","Pornografie (Art. 197)",30
"2019","Ungehorsam gegen amtliche Verfügungen (Art. 292)",60
"2019","Unterlassung der Buchführung (Art. 166)",15
"2019","Drohung (Art. 180)",98
"2019","Taschendiebstahl (Art. 139)",43
"2019","Fahrzeugeinbruchdiebstahl (Art. 139)",11
"2019","Erschleichen einer Leistung (Art. 150)",14
"2019","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",44
"2019","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",25
"2019","Veruntreuung (Art. 138)",16
"2019","Unrechtmässige Aneignung (Art. 137)",17
"2019","Fälschung von Ausweisen (Art. 252)",10
"2019","Nötigung (Art. 181)",27
"2019","Misswirtschaft (Art. 165)",5
"2019","Verletzung des Schriftgeheimnisses (Art. 179)",7
"2019","Missbrauch einer Fernmeldeanlage (Art. 179septies)",14
"2019","Sexuelle Belästigungen (Art. 198)",26
"2019","Datenbeschädigung (Art. 144bis)",11
"2019","Erpressung (Art. 156)",17
"2019","Beteiligung Angriff (Art. 134)",18
"2019","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",5
"2019","Sexuelle Handlungen mit Kindern (Art. 187)",12
"2019","Raub (Art. 140)",12
"2019","Hinderung einer Amtshandlung (Art. 286)",15
"2019","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",15
"2019","Ungetreue Geschäftsbesorgung (Art. 158)",6
"2019","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",7
"2019","Sachentziehung (Art. 141)",7
"2019","Verleumdung (Art. 174)",15
"2019","Trickdiebstahl (Art. 139)",15
"2019","Beteiligung Raufhandel (Art. 133)",7
"2019","Üble Nachrede (Art. 173)",13
"2019","Hehlerei (Art. 160)",3
"2019","Erschleichung einer falschen Beurkundung (Art. 253)",2
"2019","Gefährdung des Lebens (Art. 129)",4
"2019","Zechprellerei (Art. 149)",4
"2019","Vergewaltigung (Art. 190)",3
"2019","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",5
"2019","Amtsanmassung (Art. 287)",0
"2019","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",14
"2019","Falsche Anschuldigung (Art. 303)",8
"2019","Arglistige Vermögensschädigung (Art. 151)",2
"2019","Exhibitionismus (Art. 194)",9
"2019","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",3
"2019","Schändung (Art. 191)",1
"2019","Schwere Körperverletzung (Art. 122)",7
"2019","Tötungsdelikte (Art. 111 - 113/116)",5
"2019","Falscher Alarm (Art. 128bis)",2
"2019","Entreissdiebstahl (Art. 139)",1
"2019","Irreführung der Rechtspflege (Art. 304)",6
"2019","Freiheitsberaubung/Entführung (Art. 183)",0
"2019","Brandstiftung (Art. 221)",5
"2019","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",0
"2019","Gläubigerschädigung durch Vermögensminderung (Art. 164)",1
"2019","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2019","Gewaltdarstellungen (Art. 135)",7
"2019","Schreckung der Bevölkerung (Art. 258)",0
"2019","Fahrlässige Gefährdung (Art. 225)",3
"2019","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",1
"2019","Sexuelle Nötigung (Art. 189)",10
"2019","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",2
"2019","Störung des Totenfriedens (Art. 262)",0
"2019","Fahrlässige Tötung (Art. 117)",1
"2019","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",0
"2019","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",1
"2019","In Umlaufsetzen falschen Geldes (Art. 242)",9
"2019","Landfriedensbruch (Art. 260)",0
"2019","Störung des öffentlichen Verkehrs (Art. 237)",3
"2019","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",2
"2019","Störung des Eisenbahnverkehrs (Art. 238)",1
"2019","Urkundenfälschung im Amt (Art. 317)",0
"2019","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",0
"2019","Warenfälschung (Art. 155)",0
"2019","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2019","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",1
"2019","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",0
"2019","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",4
"2019","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",3
"2019","Inzest (Art. 213)",0
"2019","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2019","Geldfälschung (Art. 240)",9
"2019","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",1
"2019","Begünstigung (Art. 305)",6
"2019","Verletzung des Berufsgeheimnisses (Art. 321)",0
"2019","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",0
"2019","Vernachlässigung von Unterhaltspflichten (Art. 217)",0
"2019","Unterlassung der Nothilfe (Art. 128)",0
"2019","Ausnützung der Notlage (Art. 193)",0
"2019","Verweisungsbruch (Art. 291)",0
"2019","Check- + Kreditkartenmissbrauch (Art. 148)",0
"2019","Unterdrückung von Urkunden (Art. 254)",0
"2019","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",0
"2019","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2019","Verleitung/Beihilfe zum Selbstmord (Art. 115)",1
"2019","Aussetzung (Art. 127)",0
"2019","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2019","Wucher (Art. 157)",1
"2019","Missbrauch von Lohnabzügen (Art. 159)",0
"2019","Bevorzugung eines Gläubigers (Art. 167)",1
"2019","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",3
"2019","Erschwerende Umstände (Art. 184)",0
"2019","Geiselnahme (Art. 185)",0
"2019","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2019","Förderung der Prostitution (Art. 195)",0
"2019","Entziehen von Minderjährigen (Art. 220)",3
"2019","Verursachung einer Explosion (Art. 223)",1
"2019","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2019","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",1
"2019","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2019","Verunreinigung von Trinkwasser (Art. 234)",0
"2019","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2019","Fälschung amtlicher Wertzeichen (Art. 245)",0
"2019","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2019","Strafbare Vorbereitungshandlungen (260bis)",0
"2019","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2019","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2019","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2019","Störung des Militärdienstes (Art. 278)",0
"2019","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2019","Wahlfälschung (Art. 282)",1
"2019","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2019","Siegelbruch (Art. 290)",0
"2019","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2019","Falsche Beweisaussage der Partei (Art. 306)",1
"2019","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",1
"2019","Befreiung von Gefangenen (Art. 310)",0
"2019","Amtsmissbrauch (Art. 312)",0
"2019","Ungetreue Amtsführung (Art. 314)",0
"2019","Entweichenlassen von Gefangenen (Art. 319)",0
"2019","Verletzung des Amtsgeheimnisses (Art. 320)",1
"2019","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2019","Vorteilsannahme (Art. 322sexies)",0
"2019","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
"2020","Fahrzeugdiebstahl (Art. 139)",319
"2020","Betrug (Art. 146)",205
"2020","Hausfriedensbruch + Diebstahl (Art. 186)",316
"2020","Diebstahl (Art. 139)",347
"2020","Sachbeschädigung + Diebstahl (Art. 144)",247
"2020","Einbruchdiebstahl (Art. 139)",226
"2020","Sachbeschädigung (Art. 144)",413
"2020","Ladendiebstahl (Art. 139)",152
"2020","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",76
"2020","Tätlichkeiten (Art. 126)",193
"2020","Unbefugte Datenbeschaffung (Art. 143)",24
"2020","Diebstahl ab/aus Fahrzeug (Art. 139)",46
"2020","Urkundenfälschung (Art. 251)",57
"2020","Geldwäscherei (Art. 305bis)",26
"2020","Einschleichdiebstahl (Art. 139)",61
"2020","Fahrlässige Körperverletzung (Art. 125)",25
"2020","Hausfriedensbruch (Art. 186)",75
"2020","Einfache Körperverletzung (Art. 123)",72
"2020","Beschimpfung (Art. 177)",69
"2020","Pornografie (Art. 197)",38
"2020","Ungehorsam gegen amtliche Verfügungen (Art. 292)",44
"2020","Unterlassung der Buchführung (Art. 166)",25
"2020","Drohung (Art. 180)",109
"2020","Taschendiebstahl (Art. 139)",39
"2020","Fahrzeugeinbruchdiebstahl (Art. 139)",19
"2020","Erschleichen einer Leistung (Art. 150)",8
"2020","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",38
"2020","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",33
"2020","Veruntreuung (Art. 138)",20
"2020","Unrechtmässige Aneignung (Art. 137)",27
"2020","Fälschung von Ausweisen (Art. 252)",21
"2020","Nötigung (Art. 181)",20
"2020","Misswirtschaft (Art. 165)",1
"2020","Verletzung des Schriftgeheimnisses (Art. 179)",5
"2020","Missbrauch einer Fernmeldeanlage (Art. 179septies)",13
"2020","Sexuelle Belästigungen (Art. 198)",15
"2020","Datenbeschädigung (Art. 144bis)",8
"2020","Erpressung (Art. 156)",14
"2020","Beteiligung Angriff (Art. 134)",29
"2020","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",9
"2020","Sexuelle Handlungen mit Kindern (Art. 187)",7
"2020","Raub (Art. 140)",5
"2020","Hinderung einer Amtshandlung (Art. 286)",28
"2020","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",13
"2020","Ungetreue Geschäftsbesorgung (Art. 158)",5
"2020","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",16
"2020","Sachentziehung (Art. 141)",11
"2020","Verleumdung (Art. 174)",14
"2020","Trickdiebstahl (Art. 139)",12
"2020","Beteiligung Raufhandel (Art. 133)",33
"2020","Üble Nachrede (Art. 173)",6
"2020","Hehlerei (Art. 160)",8
"2020","Erschleichung einer falschen Beurkundung (Art. 253)",1
"2020","Gefährdung des Lebens (Art. 129)",9
"2020","Zechprellerei (Art. 149)",3
"2020","Vergewaltigung (Art. 190)",9
"2020","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",2
"2020","Amtsanmassung (Art. 287)",3
"2020","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",9
"2020","Falsche Anschuldigung (Art. 303)",4
"2020","Arglistige Vermögensschädigung (Art. 151)",1
"2020","Exhibitionismus (Art. 194)",7
"2020","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",7
"2020","Schändung (Art. 191)",1
"2020","Schwere Körperverletzung (Art. 122)",5
"2020","Tötungsdelikte (Art. 111 - 113/116)",1
"2020","Falscher Alarm (Art. 128bis)",13
"2020","Entreissdiebstahl (Art. 139)",2
"2020","Irreführung der Rechtspflege (Art. 304)",17
"2020","Freiheitsberaubung/Entführung (Art. 183)",1
"2020","Brandstiftung (Art. 221)",3
"2020","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",5
"2020","Gläubigerschädigung durch Vermögensminderung (Art. 164)",1
"2020","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2020","Gewaltdarstellungen (Art. 135)",14
"2020","Schreckung der Bevölkerung (Art. 258)",0
"2020","Fahrlässige Gefährdung (Art. 225)",1
"2020","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",0
"2020","Sexuelle Nötigung (Art. 189)",2
"2020","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",3
"2020","Störung des Totenfriedens (Art. 262)",0
"2020","Fahrlässige Tötung (Art. 117)",0
"2020","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",0
"2020","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",1
"2020","In Umlaufsetzen falschen Geldes (Art. 242)",2
"2020","Landfriedensbruch (Art. 260)",0
"2020","Störung des öffentlichen Verkehrs (Art. 237)",3
"2020","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",2
"2020","Störung des Eisenbahnverkehrs (Art. 238)",1
"2020","Urkundenfälschung im Amt (Art. 317)",0
"2020","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",1
"2020","Warenfälschung (Art. 155)",2
"2020","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2020","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",1
"2020","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",0
"2020","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",3
"2020","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",0
"2020","Inzest (Art. 213)",0
"2020","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2020","Geldfälschung (Art. 240)",1
"2020","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",0
"2020","Begünstigung (Art. 305)",4
"2020","Verletzung des Berufsgeheimnisses (Art. 321)",0
"2020","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",3
"2020","Vernachlässigung von Unterhaltspflichten (Art. 217)",0
"2020","Unterlassung der Nothilfe (Art. 128)",2
"2020","Ausnützung der Notlage (Art. 193)",0
"2020","Verweisungsbruch (Art. 291)",0
"2020","Check- + Kreditkartenmissbrauch (Art. 148)",1
"2020","Unterdrückung von Urkunden (Art. 254)",1
"2020","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",2
"2020","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2020","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2020","Aussetzung (Art. 127)",0
"2020","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2020","Wucher (Art. 157)",6
"2020","Missbrauch von Lohnabzügen (Art. 159)",0
"2020","Bevorzugung eines Gläubigers (Art. 167)",0
"2020","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",1
"2020","Erschwerende Umstände (Art. 184)",0
"2020","Geiselnahme (Art. 185)",0
"2020","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2020","Förderung der Prostitution (Art. 195)",0
"2020","Entziehen von Minderjährigen (Art. 220)",2
"2020","Verursachung einer Explosion (Art. 223)",0
"2020","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2020","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",1
"2020","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2020","Verunreinigung von Trinkwasser (Art. 234)",0
"2020","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",1
"2020","Fälschung amtlicher Wertzeichen (Art. 245)",1
"2020","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2020","Strafbare Vorbereitungshandlungen (260bis)",0
"2020","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",2
"2020","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2020","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2020","Störung des Militärdienstes (Art. 278)",0
"2020","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2020","Wahlfälschung (Art. 282)",0
"2020","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2020","Siegelbruch (Art. 290)",0
"2020","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2020","Falsche Beweisaussage der Partei (Art. 306)",0
"2020","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2020","Befreiung von Gefangenen (Art. 310)",0
"2020","Amtsmissbrauch (Art. 312)",1
"2020","Ungetreue Amtsführung (Art. 314)",0
"2020","Entweichenlassen von Gefangenen (Art. 319)",0
"2020","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2020","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2020","Vorteilsannahme (Art. 322sexies)",0
"2020","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",1
"2021","Fahrzeugdiebstahl (Art. 139)",412
"2021","Betrug (Art. 146)",246
"2021","Hausfriedensbruch + Diebstahl (Art. 186)",352
"2021","Diebstahl (Art. 139)",290
"2021","Sachbeschädigung + Diebstahl (Art. 144)",257
"2021","Einbruchdiebstahl (Art. 139)",223
"2021","Sachbeschädigung (Art. 144)",442
"2021","Ladendiebstahl (Art. 139)",206
"2021","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",74
"2021","Tätlichkeiten (Art. 126)",213
"2021","Unbefugte Datenbeschaffung (Art. 143)",39
"2021","Diebstahl ab/aus Fahrzeug (Art. 139)",49
"2021","Urkundenfälschung (Art. 251)",67
"2021","Geldwäscherei (Art. 305bis)",41
"2021","Einschleichdiebstahl (Art. 139)",91
"2021","Fahrlässige Körperverletzung (Art. 125)",46
"2021","Hausfriedensbruch (Art. 186)",74
"2021","Einfache Körperverletzung (Art. 123)",81
"2021","Beschimpfung (Art. 177)",93
"2021","Pornografie (Art. 197)",63
"2021","Ungehorsam gegen amtliche Verfügungen (Art. 292)",40
"2021","Unterlassung der Buchführung (Art. 166)",59
"2021","Drohung (Art. 180)",116
"2021","Taschendiebstahl (Art. 139)",29
"2021","Fahrzeugeinbruchdiebstahl (Art. 139)",26
"2021","Erschleichen einer Leistung (Art. 150)",31
"2021","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",32
"2021","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",46
"2021","Veruntreuung (Art. 138)",22
"2021","Unrechtmässige Aneignung (Art. 137)",26
"2021","Fälschung von Ausweisen (Art. 252)",13
"2021","Nötigung (Art. 181)",31
"2021","Misswirtschaft (Art. 165)",9
"2021","Verletzung des Schriftgeheimnisses (Art. 179)",28
"2021","Missbrauch einer Fernmeldeanlage (Art. 179septies)",21
"2021","Sexuelle Belästigungen (Art. 198)",29
"2021","Datenbeschädigung (Art. 144bis)",13
"2021","Erpressung (Art. 156)",22
"2021","Beteiligung Angriff (Art. 134)",19
"2021","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",4
"2021","Sexuelle Handlungen mit Kindern (Art. 187)",23
"2021","Raub (Art. 140)",9
"2021","Hinderung einer Amtshandlung (Art. 286)",19
"2021","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",30
"2021","Ungetreue Geschäftsbesorgung (Art. 158)",6
"2021","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",13
"2021","Sachentziehung (Art. 141)",11
"2021","Verleumdung (Art. 174)",17
"2021","Trickdiebstahl (Art. 139)",16
"2021","Beteiligung Raufhandel (Art. 133)",8
"2021","Üble Nachrede (Art. 173)",6
"2021","Hehlerei (Art. 160)",2
"2021","Erschleichung einer falschen Beurkundung (Art. 253)",2
"2021","Gefährdung des Lebens (Art. 129)",5
"2021","Zechprellerei (Art. 149)",2
"2021","Vergewaltigung (Art. 190)",8
"2021","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",1
"2021","Amtsanmassung (Art. 287)",5
